profile_name,config_hash,strategy,panel_size,mean_expertise,expertise_heterogeneity,bias_std,n_items,prevalence_a,n_experts,n,eie_mean,eie_std,eie_ci95,mv_mean,mv_std,mv_ci95
manuscript_contrast,fda4da941cf0,ideological_selection,3,0.8,0.08,0.1,300,0.5,96,79,0.07212348247245295,0.050253724726733374,0.011081812102636876,0.08490939029463128,0.03702269805160575,0.008164142768949825
manuscript_contrast,fda4da941cf0,ideological_selection,3,0.8,0.08,0.2,300,0.5,96,80,0.07234816938954143,0.05530180504529491,0.012118542345252585,0.08693271737432362,0.03952384941050782,0.008661045373407325
manuscript_contrast,fda4da941cf0,ideological_selection,3,0.8,0.08,0.35,300,0.5,96,75,0.07358080799424634,0.054699297195227585,0.01237961635237801,0.08907409944408634,0.041798430982272455,0.009459875468693046
manuscript_contrast,fda4da941cf0,ideological_selection,3,0.8,0.08,0.5,300,0.5,96,74,0.07640760304919124,0.060370512233631574,0.01375514181395247,0.09201265584667433,0.040919301907821615,0.009323273562626256
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.62,0.08,0.1,300,0.5,96,93,0.2511102906054456,0.08130221072888524,0.016524067179326953,0.18705972879334484,0.04390412479389056,0.008923185495693457
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.62,0.08,0.2,300,0.5,96,93,0.24448842776386942,0.07962860444275907,0.016183919199883785,0.1876519187252028,0.042518602983937004,0.008641588534665665
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.62,0.08,0.35,300,0.5,96,93,0.24856985896762304,0.08423946857919959,0.01712104290245272,0.18800293008662364,0.04406787286580381,0.008956466068466597
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.62,0.08,0.5,300,0.5,96,94,0.2472611909457957,0.08637133772683966,0.017460705628654195,0.19591460591888846,0.04849087291710161,0.009802845248961406
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.68,0.08,0.1,300,0.5,96,96,0.17515821691090253,0.06090544029384335,0.01218362552115611,0.14027996215132277,0.03517565987538557,0.007036597474931586
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.68,0.08,0.2,300,0.5,96,96,0.1742561469374686,0.05456691257705448,0.010915655899982044,0.14163018461985352,0.037213885920426196,0.007444327601180296
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.68,0.08,0.35,300,0.5,96,96,0.17580902355719094,0.05197575920440431,0.010397317271972132,0.1453902034601666,0.03619160588275682,0.007239829003080907
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.68,0.08,0.5,300,0.5,96,96,0.18127194799732674,0.053518969571533015,0.01070602363913327,0.1497351670914244,0.03660658810415701,0.007322842736486074
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.74,0.08,0.1,300,0.5,96,96,0.11596986806498792,0.038357099287412516,0.007673017903507022,0.10957263811339168,0.031112185012583424,0.006223733208551476
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.74,0.08,0.2,300,0.5,96,96,0.11524312725087542,0.03834792326655579,0.007671182317041292,0.11075019449769487,0.030576165296146447,0.006116506933435219
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.74,0.08,0.35,300,0.5,96,96,0.11506956388541194,0.03862623020749233,0.007726855300143462,0.11420979064084728,0.03371452004290128,0.006744308633948806
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.74,0.08,0.5,300,0.5,96,96,0.11294516539143262,0.036618930200926034,0.007325311670040353,0.11704611106998103,0.0325177324128959,0.006504901246989788
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.8,0.08,0.1,300,0.5,96,96,0.06870248421308887,0.026657572751313474,0.005332625166783495,0.0803584132349152,0.026029779704226305,0.00520704040204666
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.8,0.08,0.2,300,0.5,96,96,0.06764367133421421,0.02716531379472834,0.005434194529139998,0.08156591385930903,0.026724761158547314,0.005346065647455674
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.8,0.08,0.35,300,0.5,96,96,0.06713166348430558,0.024349904508706787,0.00487099537543255,0.08385698906185997,0.028737072833202235,0.005748611819974264
manuscript_contrast,fda4da941cf0,ideological_selection,6,0.8,0.08,0.5,300,0.5,96,96,0.06779380665936291,0.025973858260657075,0.005195853783515329,0.08742754414418075,0.029237355835970768,0.00584868926348217
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.62,0.08,0.1,300,0.5,96,95,0.2479311747311368,0.07430710352715703,0.014942546006502648,0.18653703749142628,0.04466488167832232,0.008981739533279092
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.62,0.08,0.2,300,0.5,96,95,0.24022355502581383,0.07385083235815569,0.014850793635455762,0.18557976003881393,0.042950597934219174,0.008637011203165955
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.62,0.08,0.35,300,0.5,96,96,0.24394352265412625,0.08031266037072915,0.016065878086487958,0.19000167400204426,0.04664934893423416,0.00933181330729013
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.62,0.08,0.5,300,0.5,96,96,0.25202291957706463,0.08153671301524273,0.016310739612272574,0.19501941725009644,0.044572307268062786,0.008916318439666159
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.68,0.08,0.1,300,0.5,96,96,0.1832355001714843,0.06749197878930906,0.013501207630771776,0.14505380023394507,0.03985579109660167,0.007972818704333518
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.68,0.08,0.2,300,0.5,96,96,0.1769917136555955,0.06221479159916836,0.012445550332843737,0.14474886519179364,0.03987594753873467,0.007976850832524408
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.68,0.08,0.35,300,0.5,96,96,0.17732978135230607,0.05537930324278597,0.011078167879214148,0.14780855798195627,0.04229292985233764,0.00846034799235321
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.68,0.08,0.5,300,0.5,96,96,0.18474769880018194,0.06558947793345368,0.01312062819698737,0.15462551347857068,0.04219722744994888,0.008441203524690648
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.74,0.08,0.1,300,0.5,96,96,0.11862385986686134,0.04629649052279269,0.00926122692409921,0.11129296517675191,0.03449778669361275,0.00690099459680266
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.74,0.08,0.2,300,0.5,96,96,0.11602121000854997,0.044945253690429544,0.008990923261955422,0.11161972593295715,0.03527547391012643,0.007056564440364741
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.74,0.08,0.35,300,0.5,96,96,0.11478077646449365,0.049494173920421124,0.009900896826557188,0.11378225654741876,0.03716187572159914,0.007433923394548959
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.74,0.08,0.5,300,0.5,96,96,0.1140800494618488,0.04177866769844801,0.008357474136217116,0.1165553362120408,0.036323058222216084,0.007266124947583149
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.8,0.08,0.1,300,0.5,96,96,0.06850710814851017,0.02844993659435546,0.005691172609440948,0.08137388025995294,0.028478065528574587,0.0056967995682016374
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.8,0.08,0.2,300,0.5,96,96,0.06828739344227666,0.02993909516918263,0.005989066366218317,0.08158681929406336,0.028617437554719804,0.005724679779993649
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.8,0.08,0.35,300,0.5,96,96,0.06578979252715733,0.027470048950409522,0.005495154256252029,0.08393588367239208,0.029930759803849356,0.005987398945880944
manuscript_contrast,fda4da941cf0,ideological_selection,9,0.8,0.08,0.5,300,0.5,96,96,0.06652555916746791,0.028939550656103687,0.005789115820251881,0.08653523763168869,0.030908859978409486,0.006183059730722568
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.62,0.08,0.1,300,0.5,96,95,0.25151224101882474,0.08800630712585569,0.017697342927784736,0.18708939587651777,0.04548187059718393,0.009146029270429602
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.62,0.08,0.2,300,0.5,96,95,0.24864272007116223,0.08764883393226806,0.01762545801520269,0.18868580084236894,0.04565261984112007,0.009180365535900627
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.62,0.08,0.35,300,0.5,96,95,0.2577433115675136,0.08495238467170242,0.017083224295710762,0.19207934662237316,0.04707382016498882,0.009466157206088713
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.62,0.08,0.5,300,0.5,96,94,0.25745139061055905,0.083341308810124,0.0168481593331643,0.19620036712661132,0.044495508732325516,0.008995148161644385
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.68,0.08,0.1,300,0.5,96,95,0.177200489365431,0.05767487448975972,0.011597941846401469,0.1441021761333781,0.0400188983762624,0.008047470588034825
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.68,0.08,0.2,300,0.5,96,96,0.17960054856716434,0.06413627326069413,0.012829926718546759,0.143572627225536,0.040793351731271014,0.008160369892225405
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.68,0.08,0.35,300,0.5,96,96,0.18164357262769215,0.06408188503236323,0.01281904680694041,0.14762791191621624,0.04127226793112303,0.008256173084959273
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.68,0.08,0.5,300,0.5,96,96,0.18127491445341395,0.06295320838366358,0.012593264453904534,0.15384703411718692,0.04141272626748208,0.008284270604052263
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.74,0.08,0.1,300,0.5,96,96,0.11672591285560614,0.0482397800977522,0.00964996580105741,0.11114465034842493,0.03589566394168684,0.007180628285236902
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.74,0.08,0.2,300,0.5,96,96,0.11380836271120147,0.04544966377819542,0.009091826294406762,0.11080800423646209,0.03615054326666478,0.007231614769098348
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.74,0.08,0.35,300,0.5,96,96,0.11457976593036696,0.05381882570918661,0.010766007359368538,0.11308166682717564,0.037144858321849855,0.007430519205614624
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.74,0.08,0.5,300,0.5,96,95,0.11317517246592859,0.056778392381093175,0.011417666684042857,0.11611456677453291,0.03680110335293047,0.007400398533099189
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.8,0.08,0.1,300,0.5,96,96,0.06691331996866091,0.02895997190830958,0.005793200921489954,0.08123221459646533,0.02876995443942922,0.005755189511143901
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.8,0.08,0.2,300,0.5,96,96,0.06704521854415547,0.03129777823344645,0.0062608595849695916,0.08172947151499292,0.029799606950459936,0.005961162911069957
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.8,0.08,0.35,300,0.5,96,96,0.06331563423330734,0.028896991893037054,0.005780602294541438,0.08256286615101695,0.02963469417966535,0.0059281734862612085
manuscript_contrast,fda4da941cf0,ideological_selection,12,0.8,0.08,0.5,300,0.5,96,96,0.06575192546566637,0.03020066885626482,0.006041392001403318,0.08548907354380741,0.02975653199748472,0.005952546125872125
manuscript_contrast,fda4da941cf0,random_selection,3,0.62,0.08,0.1,300,0.5,96,23,0.22460697770371152,0.14071508908894534,0.057508603726726205,0.15865263806243243,0.0455034653494104,0.018596731693201484
manuscript_contrast,fda4da941cf0,random_selection,3,0.62,0.08,0.2,300,0.5,96,26,0.18498860085829796,0.11360773362523688,0.04366940689516395,0.1572111355583735,0.039512486486875685,0.015188110833431334
manuscript_contrast,fda4da941cf0,random_selection,3,0.62,0.08,0.35,300,0.5,96,28,0.20413494509610516,0.12006944378113248,0.04447434436238183,0.16716370498852692,0.045927903926675256,0.017011933683982943
manuscript_contrast,fda4da941cf0,random_selection,3,0.62,0.08,0.5,300,0.5,96,28,0.23486390701313695,0.12535129219941835,0.04643076839523523,0.18223887502877428,0.05407247750090768,0.020028725953675188
