concentration,bloc_correlation,bias_std,mean_expertise,panel_size,n_items,seed,n_trios,eie_error,mv_error,mean_abs_pair_corr
0.2,0.9,0.5,0.75,6,300,6,5,0.16639802752935856,0.13681279712781985,0.00844293811499715
0.2,0.9,0.5,0.75,6,300,7,6,0.09791562944117571,0.11394343090885507,0.0036492391317776082
0.2,0.9,0.5,0.75,6,300,8,3,0.1574240258883658,0.18903320770766482,0.14685793145606688
0.2,0.9,0.5,0.75,6,300,9,6,0.17754283228214587,0.17036915478291217,0.009889166046867223
0.2,0.9,0.5,0.75,6,300,10,6,0.18169284570567593,0.15346970987471834,0.011226629679168093
0.2,0.9,0.5,0.75,6,300,11,6,0.1404389105062774,0.12174462737769058,0.018946389594544224
0.2,0.9,0.5,0.75,6,300,12,6,0.19341746695917972,0.1405796017707342,0.007268726762730264
0.2,0.9,0.5,0.75,6,300,13,3,0.27693800649612427,0.10047877253211766,0.01624516649740355
0.2,0.9,0.5,0.75,6,300,14,6,0.16029483921712168,0.13363784331542858,0.047262204283648836
0.2,0.9,0.5,0.75,6,300,15,6,0.08437662283088322,0.0839237631207806,0.0037352354553775156
0.2,0.9,0.5,0.75,6,300,16,6,0.12719432739473954,0.13023642928928128,0.008639213940383621
0.2,0.9,0.5,0.75,6,300,17,4,0.19902094632578418,0.13017981899751946,0.028
0.2,0.9,0.5,0.75,6,300,18,6,0.15346573120633072,0.14087624695752368,0.04351501814108652
0.2,0.9,0.5,0.75,6,300,19,6,0.16109175478826482,0.09961721427711583,0.03955529142102121
0.2,0.9,0.5,0.75,6,300,20,6,0.17747660038489174,0.1364378657582562,0.008493922455860172
0.2,0.9,0.5,0.75,6,300,21,6,0.1482819845123276,0.14508768511802536,0.04544053243657282
0.2,0.9,0.5,0.75,6,300,22,6,0.13031817475872073,0.13372503766467,0.015337961984032396
0.2,0.9,0.5,0.75,6,300,23,6,0.09979561441523664,0.10107262934783934,0.040464534041796875
0.4,0.9,0.1,0.65,6,300,0,1,0.2997468040180087,0.28972132034632037,0.13293819090136053
0.4,0.9,0.1,0.65,6,300,1,3,0.17699102802355923,0.1625772671090079,0.14345016266965468
0.4,0.9,0.1,0.65,6,300,2,4,0.334813910703054,0.33634273886361027,0.15119149636910162
0.4,0.9,0.1,0.65,6,300,3,6,0.27489332139730616,0.24010531197194918,0.15080176904110942
0.4,0.9,0.1,0.65,6,300,4,6,0.20609806127184618,0.16504125069599002,0.1291414071491391
0.4,0.9,0.1,0.65,6,300,5,4,0.30267949272584865,0.30081189092490457,0.13979674179316912
0.4,0.9,0.1,0.65,6,300,6,2,0.3040323275520086,0.30535820149108617,0.055746541376809976
0.4,0.9,0.1,0.65,6,300,7,5,0.31671564804016766,0.20253394174273504,0.1400787016457605
0.4,0.9,0.1,0.65,6,300,8,5,0.3072125377457203,0.3040097016333332,0.16203171137866854
0.4,0.9,0.1,0.65,6,300,9,2,0.4334474788935485,0.2652039000852718,0.18081504977607957
0.4,0.9,0.1,0.65,6,300,10,6,0.2934434613439379,0.20672376726369399,0.061158812391141966
0.4,0.9,0.1,0.65,6,300,11,6,0.20544369524038034,0.18996015461802837,0.0415568447030999
0.4,0.9,0.1,0.65,6,300,12,5,0.25317334604489805,0.19889029471437253,0.14083462658306614
0.4,0.9,0.1,0.65,6,300,13,3,0.25516247223694843,0.22086647546603708,0.10092764222548843
0.4,0.9,0.1,0.65,6,300,14,6,0.24660659695310905,0.2130317895911934,0.1355187167869696
0.4,0.9,0.1,0.65,6,300,15,6,0.19310857451337038,0.20971507849068918,0.11815723669877858
0.4,0.9,0.1,0.65,6,300,16,4,0.21684541841124202,0.2470763119120436,0.1642636135723275
0.4,0.9,0.1,0.65,6,300,17,6,0.3177500984886201,0.2822457280501997,0.14703703703703705
0.4,0.9,0.1,0.65,6,300,18,6,0.21954074183783576,0.18855943301129066,0.05058963287128351
0.4,0.9,0.1,0.65,6,300,19,6,0.23040600800439934,0.21550027082176773,0.050799454665996086
0.4,0.9,0.1,0.65,6,300,20,5,0.35671182655339634,0.33669362154929894,0.15879827740354757
0.4,0.9,0.1,0.65,6,300,21,5,0.23817790804778852,0.1813760853655738,0.1392790942989107
0.4,0.9,0.1,0.65,6,300,22,3,0.25787463417579143,0.2490584917808799,0.16727913527812457
0.4,0.9,0.1,0.65,6,300,23,4,0.2971141832698466,0.30401793544312417,0.14229519412881272
0.4,0.9,0.1,0.75,6,300,0,5,0.21936278931255151,0.1702060095622671,0.11071056547619047
0.4,0.9,0.1,0.75,6,300,1,6,0.1211781951865612,0.11879206971671318,0.048745779235420235
0.4,0.9,0.1,0.75,6,300,2,6,0.22559643717658617,0.21879324615131476,0.1338132948358504
0.4,0.9,0.1,0.75,6,300,3,6,0.2040454275354957,0.1793482056887545,0.11479253033794923
0.4,0.9,0.1,0.75,6,300,4,6,0.10134188175841384,0.10725541934408678,0.10653927075782026
0.4,0.9,0.1,0.75,6,300,5,5,0.16227231793152375,0.1646298373964769,0.10555780595388671
0.4,0.9,0.1,0.75,6,300,6,2,0.11414500090828207,0.05994467130913489,0.011683164881299078
0.4,0.9,0.1,0.75,6,300,7,6,0.1775620674193187,0.16074886543967373,0.1007002642991507
0.4,0.9,0.1,0.75,6,300,8,5,0.186725932759906,0.17200716627574852,0.14241765759380767
0.4,0.9,0.1,0.75,6,300,9,6,0.2418076588200119,0.1987830518076574,0.1597568050681509
0.4,0.9,0.1,0.75,6,300,10,6,0.17801668334205867,0.1652109120977238,0.04845717835043511
0.4,0.9,0.1,0.75,6,300,11,6,0.13410273747735532,0.1054533579165129,0.06407875075139448
0.4,0.9,0.1,0.75,6,300,12,6,0.1548182850187493,0.1402045800894465,0.1187709662118332
0.4,0.9,0.1,0.75,6,300,13,1,0.1758459831963458,0.16500845225017238,0.0709992779074856
0.4,0.9,0.1,0.75,6,300,14,6,0.11401153533190388,0.11160411115240104,0.09399811125137424
0.4,0.9,0.1,0.75,6,300,15,6,0.10468281244010778,0.11992435600196043,0.0685030165206758
0.4,0.9,0.1,0.75,6,300,16,6,0.25059734476971135,0.2229141606860926,0.1468698572524399
0.4,0.9,0.1,0.75,6,300,17,4,0.19574729850264666,0.1975009106074246,0.10267407407407407
0.4,0.9,0.1,0.75,6,300,18,6,0.17045686605753696,0.1623754232829118,0.046017692886015545
0.4,0.9,0.1,0.75,6,300,19,6,0.14976704388884945,0.15123133899806193,0.042398135388367425
0.4,0.9,0.1,0.75,6,300,20,6,0.23926571411912048,0.2323709403386988,0.11950622086634861
0.4,0.9,0.1,0.75,6,300,21,6,0.14476660567314895,0.13111173905940748,0.1197000475222455
0.4,0.9,0.1,0.75,6,300,22,6,0.1663778721148728,0.14531381412346736,0.13061694082530537
0.4,0.9,0.1,0.75,6,300,23,6,0.18445898939820415,0.18582248579754382,0.11440880058691327
0.4,0.9,0.3,0.65,6,300,0,2,0.2502359659699929,0.20429842732353345,0.13135868409863946
0.4,0.9,0.3,0.65,6,300,1,4,0.18050010700214844,0.19446926384720872,0.0690864177937371
0.4,0.9,0.3,0.65,6,300,2,6,0.32696811532882974,0.305857503066055,0.1475278560096631
0.4,0.9,0.3,0.65,6,300,3,6,0.29895917465938754,0.27601021030969614,0.14867598746325258
0.4,0.9,0.3,0.65,6,300,4,6,0.20847586066165621,0.16101512829084683,0.05636498622598283
0.4,0.9,0.3,0.65,6,300,5,6,0.280251104953797,0.28589085582863744,0.1323574772017866
0.4,0.9,0.3,0.65,6,300,6,2,0.3240209515482487,0.35010278914388515,0.14322536084434348
0.4,0.9,0.3,0.65,6,300,7,6,0.2526733401995379,0.19169094559092945,0.13982799638851162
0.4,0.9,0.3,0.65,6,300,8,4,0.32208416617293956,0.32800761937404743,0.15901719264428202
0.4,0.9,0.3,0.65,6,300,9,3,0.430127664218231,0.22154993094746536,0.1754669855136933
0.4,0.9,0.3,0.65,6,300,10,4,0.2925667398893678,0.17443312106156142,0.014249046132500866
0.4,0.9,0.3,0.65,6,300,11,6,0.17530217539630458,0.17663952453667467,0.03634997748337616
0.4,0.9,0.3,0.65,6,300,12,4,0.2211227738715236,0.22081263925277156,0.13633763682475566
0.4,0.9,0.3,0.65,6,300,13,1,0.24982900767217542,0.2504382524730614,0.09915101392106597
0.4,0.9,0.3,0.65,6,300,14,6,0.2377120817398052,0.20372163917774808,0.13639487466593928
0.4,0.9,0.3,0.65,6,300,15,4,0.21086189072690642,0.1864704281228268,0.1151243757280152
0.4,0.9,0.3,0.65,6,300,16,1,0.4168675315938794,0.44117966151667637,0.1587488088248272
0.4,0.9,0.3,0.65,6,300,17,5,0.2955521060610643,0.30089108065554904,0.13306666666666667
0.4,0.9,0.3,0.65,6,300,18,6,0.22459258035761984,0.21078456987089736,0.054555665132588214
0.4,0.9,0.3,0.65,6,300,19,6,0.2119990943977411,0.19129655567924742,0.04913977397337751
0.4,0.9,0.3,0.65,6,300,20,6,0.29004313906229634,0.3043754189981727,0.15608498324495132
0.4,0.9,0.3,0.65,6,300,21,6,0.1607378018401847,0.17186884141280445,0.13997663819949696
0.4,0.9,0.3,0.65,6,300,22,4,0.29577333889577134,0.2691814584689145,0.16745948976883598
0.4,0.9,0.3,0.65,6,300,23,5,0.3021395337030663,0.2708111382066166,0.1318317850757157
0.4,0.9,0.3,0.75,6,300,0,4,0.20300999825730107,0.15691822169250857,0.10215720663265306
0.4,0.9,0.3,0.75,6,300,1,6,0.1279387054131255,0.13249098542507196,0.04554080156176952
0.4,0.9,0.3,0.75,6,300,2,5,0.21343305720147132,0.21612845396152106,0.1236260341413038
0.4,0.9,0.3,0.75,6,300,3,6,0.19651449171850277,0.17766707847925314,0.041836318143387945
0.4,0.9,0.3,0.75,6,300,4,6,0.08906476606074488,0.0983005793794439,0.04250820073834391
0.4,0.9,0.3,0.75,6,300,5,6,0.1864566959092647,0.1781541404182759,0.10697524567814065
0.4,0.9,0.3,0.75,6,300,6,3,0.20312556099161047,0.0773402717639345,0.011733481685021044
0.4,0.9,0.3,0.75,6,300,7,6,0.183114076677385,0.16370602257435773,0.03969475680323962
0.4,0.9,0.3,0.75,6,300,8,4,0.22972883704349206,0.2124557187290881,0.13955237184792732
0.4,0.9,0.3,0.75,6,300,9,6,0.2171289057595129,0.20220757387295263,0.15240208691482757
0.4,0.9,0.3,0.75,6,300,10,6,0.1352765518833187,0.1514498875652239,0.006873463408236317
0.4,0.9,0.3,0.75,6,300,11,6,0.12023400812006686,0.10085489804580676,0.06034117847274384
0.4,0.9,0.3,0.75,6,300,12,6,0.15023518318175436,0.12583116259402774,0.11637118959505689
0.4,0.9,0.3,0.75,6,300,13,1,0.18609924340445996,0.19401453698811966,0.07109513372072024
0.4,0.9,0.3,0.75,6,300,14,6,0.12569711366058936,0.12664700613450686,0.09833251133763493
0.4,0.9,0.3,0.75,6,300,15,6,0.12237357810488787,0.12568171040511567,0.030190547125136663
0.4,0.9,0.3,0.75,6,300,16,6,0.15325735804268625,0.16639306987396707,0.1401658012583093
0.4,0.9,0.3,0.75,6,300,17,1,0.2446392009352267,0.23442945913005261,0.11414074074074072
0.4,0.9,0.3,0.75,6,300,18,6,0.18060352797133308,0.16419541980769267,0.04851408978011543
0.4,0.9,0.3,0.75,6,300,19,6,0.15286301475639924,0.1379897007339448,0.03993084315656534
0.4,0.9,0.3,0.75,6,300,20,6,0.2543468185196316,0.24853275049987508,0.12462558779167776
0.4,0.9,0.3,0.75,6,300,21,6,0.13929422888145546,0.12520516384567199,0.11536132526207936
0.4,0.9,0.3,0.75,6,300,22,6,0.19502706990368182,0.16443919269005222,0.13322310984994876
0.4,0.9,0.3,0.75,6,300,23,6,0.2088326525538916,0.19310706728593774,0.1058557372825377
0.4,0.9,0.5,0.65,6,300,0,3,0.22681244923497548,0.19827316366741324,0.13474941539115645
0.4,0.9,0.5,0.65,6,300,1,4,0.17445785003068082,0.15665009336653013,0.06847124979025533
0.4,0.9,0.5,0.65,6,300,2,5,0.31115087141573194,0.3201602380207251,0.14105433499966788
0.4,0.9,0.5,0.65,6,300,3,6,0.27513988998330186,0.2308603963154239,0.15232075765707973
0.4,0.9,0.5,0.65,6,300,4,6,0.23788334080081275,0.1640419257646272,0.05495124840760787
0.4,0.9,0.5,0.65,6,300,5,6,0.26016725540845115,0.29935383718817654,0.12695660165063063
0.4,0.9,0.5,0.65,6,300,6,1,0.3694095225253843,0.37663989468429715,0.14563308089450272
0.4,0.9,0.5,0.65,6,300,7,6,0.1815478686901043,0.2035708566814469,0.1408062902930565
0.4,0.9,0.5,0.65,6,300,8,3,0.33089922822514467,0.3376011392606823,0.15566521292309965
0.4,0.9,0.5,0.65,6,300,9,2,0.3777567435668028,0.25461071728598184,0.175212444143546
0.4,0.9,0.5,0.65,6,300,10,3,0.2623977073437031,0.21110629953622131,0.0642854438437963
0.4,0.9,0.5,0.65,6,300,11,5,0.1682163361521854,0.1597914445438393,0.09722361480505713
0.4,0.9,0.5,0.65,6,300,12,6,0.24979757221959673,0.19676811474475395,0.13245936962980195
0.4,0.9,0.5,0.65,6,300,13,2,0.2911122282110107,0.230472840134628,0.0918805722573376
0.4,0.9,0.5,0.65,6,300,14,6,0.24001412792733356,0.2071012532181947,0.13446631937429898
0.4,0.9,0.5,0.65,6,300,15,6,0.22174013943535287,0.17789012020400316,0.05414850738756275
0.4,0.9,0.5,0.65,6,300,16,1,0.4210947773215208,0.43205780166144386,0.15054593281528827
0.4,0.9,0.5,0.65,6,300,17,3,0.35802929948531476,0.3249410280591829,0.13330370370370373
0.4,0.9,0.5,0.65,6,300,18,6,0.22688438980117462,0.21080562356703414,0.054555665132588214
0.4,0.9,0.5,0.65,6,300,19,6,0.1899459862018502,0.20142982740277526,0.040484201643304844
0.4,0.9,0.5,0.65,6,300,20,6,0.28474139123326886,0.3060107253886987,0.14289640534250594
0.4,0.9,0.5,0.65,6,300,21,3,0.18509722915272375,0.19177984220350008,0.13124828117110135
0.4,0.9,0.5,0.65,6,300,22,1,0.35355264663452063,0.3584234911603333,0.1524493928260446
0.4,0.9,0.5,0.65,6,300,23,4,0.26861823399515566,0.27437714459181667,0.130826148134472
0.4,0.9,0.5,0.75,6,300,0,3,0.13915889450836758,0.13054192233884332,0.10482102997448979
0.4,0.9,0.5,0.75,6,300,1,6,0.13721025378814614,0.13858182467434374,0.04340975992189803
0.4,0.9,0.5,0.75,6,300,2,4,0.2638855033416347,0.24468328369423392,0.14161591479985874
0.4,0.9,0.5,0.75,6,300,3,6,0.10879575425279721,0.11124814211087895,0.11323794973395089
0.4,0.9,0.5,0.75,6,300,4,6,0.06691812176368431,0.09795501280402787,0.1013165985237388
0.4,0.9,0.5,0.75,6,300,5,5,0.17011964036042268,0.19733056916479266,0.10164646736132578
0.4,0.9,0.5,0.75,6,300,6,3,0.16570186784166185,0.08695101142744845,0.012022362515133021
0.4,0.9,0.5,0.75,6,300,7,6,0.17748353351334104,0.1587646741116752,0.0387281883170878
0.4,0.9,0.5,0.75,6,300,8,4,0.27546433875269694,0.25203207353979545,0.136601780632929
0.4,0.9,0.5,0.75,6,300,9,6,0.18866374852648668,0.18637109432177731,0.147773561131061
0.4,0.9,0.5,0.75,6,300,10,6,0.14621868373301955,0.15542049361324753,0.008206217677698163
0.4,0.9,0.5,0.75,6,300,11,6,0.13505430658556114,0.12376460219288334,0.066599673828288
0.4,0.9,0.5,0.75,6,300,12,6,0.12891103316491978,0.10929883759367363,0.11058990494956776
0.4,0.9,0.5,0.75,6,300,13,2,0.23884772817565764,0.1563462765912156,0.06917065646275661
0.4,0.9,0.5,0.75,6,300,14,6,0.13583387526396712,0.13282680666620844,0.0897763019136984
0.4,0.9,0.5,0.75,6,300,15,6,0.11521732085967257,0.11574260927800996,0.03139205675972446
0.4,0.9,0.5,0.75,6,300,16,5,0.14763929746418636,0.17289929949166155,0.13583274647880456
0.4,0.9,0.5,0.75,6,300,17,3,0.20756057690661792,0.2158798290929137,0.07985185185185185
0.4,0.9,0.5,0.75,6,300,18,6,0.17502837856649725,0.1636613639083989,0.046171880707137125
0.4,0.9,0.5,0.75,6,300,19,6,0.14841113128757405,0.13374045274912796,0.042965916227024135
0.4,0.9,0.5,0.75,6,300,20,6,0.24062869509612006,0.2368975534099407,0.12018730847716741
0.4,0.9,0.5,0.75,6,300,21,6,0.16310281159588655,0.15107342118172787,0.0476846840286704
0.4,0.9,0.5,0.75,6,300,22,6,0.26047129395493845,0.18324141021345983,0.04985792848605886
0.4,0.9,0.5,0.75,6,300,23,6,0.24751841748446177,0.23717704542595017,0.0968857805301066
0.6,0.9,0.1,0.65,6,300,0,6,0.2860029685860751,0.28969553470681736,0.13664819834183675
0.6,0.9,0.1,0.65,6,300,1,6,0.29027570225282584,0.23032979506270831,0.14954275599964853
0.6,0.9,0.1,0.65,6,300,2,6,0.34159222554452057,0.3446866676338391,0.15119149636910162
0.6,0.9,0.1,0.65,6,300,3,6,0.3547417861387825,0.3585397388294233,0.15033774337669528
0.6,0.9,0.1,0.65,6,300,4,5,0.2708140918024232,0.23624795758662076,0.137786145651584
0.6,0.9,0.1,0.65,6,300,5,6,0.26855673183985046,0.27661124760401606,0.13979674179316912
0.6,0.9,0.1,0.65,6,300,6,6,0.3890196613086761,0.3742574148589736,0.14106324165623566
0.6,0.9,0.1,0.65,6,300,7,5,0.2684130976082233,0.30054901622692964,0.14751819012619674
0.6,0.9,0.1,0.65,6,300,8,6,0.3504569588104149,0.3541725472624242,0.16203171137866854
0.6,0.9,0.1,0.65,6,300,9,6,0.37129938339016616,0.38265460222945097,0.17255739905079756
0.6,0.9,0.1,0.65,6,300,10,5,0.355072457927806,0.30946042722065903,0.17369101663241363
0.6,0.9,0.1,0.65,6,300,11,6,0.22329790101527505,0.22617853413865296,0.10719967006351235
0.6,0.9,0.1,0.65,6,300,12,6,0.3188552759664965,0.32161460002787173,0.14259496267759417
0.6,0.9,0.1,0.65,6,300,13,6,0.2489863742202838,0.21732832675119237,0.10868110569863997
0.6,0.9,0.1,0.65,6,300,14,6,0.269560028523105,0.2706943455531183,0.1355187167869696
0.6,0.9,0.1,0.65,6,300,15,6,0.3018537825703251,0.30426417339955864,0.121994018050393
0.6,0.9,0.1,0.65,6,300,16,6,0.3674181010915507,0.3332508112230319,0.1724318079891591
0.6,0.9,0.1,0.65,6,300,17,6,0.28410306712335015,0.2907665880142879,0.14703703703703705
0.6,0.9,0.1,0.65,6,300,18,6,0.3074155006886373,0.30821317187104763,0.1539241989462342
0.6,0.9,0.1,0.65,6,300,19,6,0.2481878016302782,0.24929648570576357,0.13069593452449252
0.6,0.9,0.1,0.65,6,300,20,6,0.3778861201408194,0.3825436383570627,0.15879827740354757
0.6,0.9,0.1,0.65,6,300,21,6,0.295114526361803,0.30335974736682303,0.13710146558910943
0.6,0.9,0.1,0.65,6,300,22,4,0.2459834957232252,0.2566557287180741,0.16479343443259833
0.6,0.9,0.1,0.65,6,300,23,6,0.2976628944360929,0.3031430773348584,0.14229519412881272
0.6,0.9,0.1,0.75,6,300,0,6,0.2036765166726737,0.2107760907386537,0.10906462585034014
0.6,0.9,0.1,0.75,6,300,1,6,0.17523913952918124,0.1782599214881405,0.11954122511849502
0.6,0.9,0.1,0.75,6,300,2,6,0.23916226770722113,0.23130463642264698,0.1338132948358504
0.6,0.9,0.1,0.75,6,300,3,6,0.24889930709938332,0.25217167674606616,0.11639202398347365
0.6,0.9,0.1,0.75,6,300,4,6,0.15104008462234955,0.15109368294518363,0.10612156549453966
0.6,0.9,0.1,0.75,6,300,5,6,0.158507068630916,0.16326479787284376,0.10555780595388671
0.6,0.9,0.1,0.75,6,300,6,6,0.28477758811218445,0.2963858417578775,0.10944360568598688
0.6,0.9,0.1,0.75,6,300,7,6,0.19080633834534952,0.19433870012628932,0.09682884798103873
0.6,0.9,0.1,0.75,6,300,8,6,0.26246126225986033,0.26370876110456226,0.14241765759380767
0.6,0.9,0.1,0.75,6,300,9,6,0.31175239862565823,0.31157153123026443,0.15532658011554332
0.6,0.9,0.1,0.75,6,300,10,6,0.22779583215579902,0.2167644197406985,0.14626662591772757
0.6,0.9,0.1,0.75,6,300,11,5,0.16764798750458842,0.16592568330195787,0.06214852289699103
0.6,0.9,0.1,0.75,6,300,12,6,0.2213968434254281,0.2241272113867633,0.1201998295129919
0.6,0.9,0.1,0.75,6,300,13,6,0.1603804892044392,0.1566188162586273,0.07314234408544801
0.6,0.9,0.1,0.75,6,300,14,6,0.1560562779903016,0.15674460338657975,0.09399811125137424
0.6,0.9,0.1,0.75,6,300,15,6,0.1641151891365248,0.1639847519197201,0.06277582481129779
0.6,0.9,0.1,0.75,6,300,16,6,0.23471684920132607,0.23459025931269697,0.15480247197359653
0.6,0.9,0.1,0.75,6,300,17,6,0.17946203202056113,0.18165637961388692,0.10267407407407407
0.6,0.9,0.1,0.75,6,300,18,6,0.20555197463897587,0.20136472088773452,0.12987218295711886
0.6,0.9,0.1,0.75,6,300,19,6,0.17270849140085034,0.17185053194487687,0.1001180221449452
0.6,0.9,0.1,0.75,6,300,20,6,0.2553937910253225,0.26096348741650194,0.11950622086634861
0.6,0.9,0.1,0.75,6,300,21,6,0.1879873178955248,0.20548858249193525,0.10935100750754807
0.6,0.9,0.1,0.75,6,300,22,6,0.18635265974963386,0.17174749365365582,0.13348838539632693
0.6,0.9,0.1,0.75,6,300,23,6,0.21332122615811142,0.2170542306876303,0.11440880058691327
0.6,0.9,0.3,0.65,6,300,0,6,0.2867875964384096,0.2924222632189865,0.1406699085884354
0.6,0.9,0.3,0.65,6,300,1,6,0.2834166610014553,0.2288938105550535,0.14840102905321798
0.6,0.9,0.3,0.65,6,300,2,6,0.3502934700486476,0.35459948610565717,0.1475278560096631
0.6,0.9,0.3,0.65,6,300,3,6,0.3298937150392308,0.32530664819453897,0.1513649501617689
0.6,0.9,0.3,0.65,6,300,4,6,0.23789281347063637,0.2572776165546346,0.12392176494797923
0.6,0.9,0.3,0.65,6,300,5,6,0.27417052701947414,0.28313121877656566,0.1323574772017866
0.6,0.9,0.3,0.65,6,300,6,6,0.3843183075358547,0.39314378365863795,0.14093161880568691
0.6,0.9,0.3,0.65,6,300,7,6,0.27555386131100224,0.2877301618245263,0.14750307183907094
0.6,0.9,0.3,0.65,6,300,8,6,0.3553435081736873,0.358535429460448,0.15901719264428202
0.6,0.9,0.3,0.65,6,300,9,6,0.3716044145193457,0.37884035495931007,0.16846359725696336
0.6,0.9,0.3,0.65,6,300,10,6,0.33862790581219154,0.3217024597621091,0.166856454438108
0.6,0.9,0.3,0.65,6,300,11,6,0.19908769039530652,0.19935099746413212,0.10005798907004952
0.6,0.9,0.3,0.65,6,300,12,6,0.29603602477408547,0.30347520682142237,0.14249144893418467
0.6,0.9,0.3,0.65,6,300,13,6,0.21685391811301027,0.22512774275466843,0.1045592474561239
0.6,0.9,0.3,0.65,6,300,14,6,0.28010844827562115,0.2852142130156628,0.13639487466593928
0.6,0.9,0.3,0.65,6,300,15,6,0.27870734410500725,0.2821068986323951,0.11956209105526878
0.6,0.9,0.3,0.65,6,300,16,5,0.37104154474060314,0.37385019036636435,0.1658246731045043
0.6,0.9,0.3,0.65,6,300,17,6,0.29606494632745756,0.29923276719126934,0.13306666666666667
0.6,0.9,0.3,0.65,6,300,18,6,0.3103256698494939,0.31693605405865793,0.1550308128332968
0.6,0.9,0.3,0.65,6,300,19,6,0.23731945115799638,0.24057114186937542,0.12639827317707594
0.6,0.9,0.3,0.65,6,300,20,6,0.37861383157391265,0.3888134247332014,0.15608498324495132
0.6,0.9,0.3,0.65,6,300,21,6,0.29444672614496686,0.2986648738044087,0.13342036733491708
0.6,0.9,0.3,0.65,6,300,22,4,0.2670792772357489,0.26652909698573474,0.16498644066410503
0.6,0.9,0.3,0.65,6,300,23,6,0.30461225724169594,0.3089737966233375,0.1318317850757157
0.6,0.9,0.3,0.75,6,300,0,6,0.19808564201740866,0.2035623206794895,0.10475659013605443
0.6,0.9,0.3,0.75,6,300,1,6,0.1709293786240358,0.17388495326904918,0.11138498295057504
0.6,0.9,0.3,0.75,6,300,2,6,0.23667010749275583,0.24064337749436826,0.1236260341413038
0.6,0.9,0.3,0.75,6,300,3,6,0.2073849245752102,0.2135879932977713,0.11324634863245442
0.6,0.9,0.3,0.75,6,300,4,6,0.15080488915121915,0.16971222763351748,0.10447810858387108
0.6,0.9,0.3,0.75,6,300,5,6,0.16451064917172226,0.17459981000603117,0.10697524567814065
0.6,0.9,0.3,0.75,6,300,6,6,0.27677007303038587,0.28839958541836513,0.10849026347231465
0.6,0.9,0.3,0.75,6,300,7,6,0.16872173642346466,0.17298799906608017,0.09910416242777136
0.6,0.9,0.3,0.75,6,300,8,6,0.25298123065093364,0.2547051146797471,0.13955237184792732
0.6,0.9,0.3,0.75,6,300,9,6,0.28215150119544363,0.266152037250242,0.14957559802780804
0.6,0.9,0.3,0.75,6,300,10,6,0.21272807053229667,0.19545653452811496,0.13985529177353984
0.6,0.9,0.3,0.75,6,300,11,6,0.14403761066770052,0.13388562765621356,0.0603811311940764
0.6,0.9,0.3,0.75,6,300,12,6,0.21448300048546962,0.21430217004267937,0.11727183008858856
0.6,0.9,0.3,0.75,6,300,13,6,0.19621223519220918,0.16805067320834308,0.07762149127355969
0.6,0.9,0.3,0.75,6,300,14,6,0.16833674900311504,0.1751332910298485,0.09833251133763493
0.6,0.9,0.3,0.75,6,300,15,6,0.14687130811676585,0.1502033274018764,0.05764958815501134
0.6,0.9,0.3,0.75,6,300,16,6,0.23904281918387135,0.2356968182983191,0.14571170162625244
0.6,0.9,0.3,0.75,6,300,17,2,0.24207301925499924,0.24924096203901996,0.11071851851851851
0.6,0.9,0.3,0.75,6,300,18,6,0.19854240678645876,0.19555133645726708,0.12747742066318454
0.6,0.9,0.3,0.75,6,300,19,6,0.15638833962697554,0.16552631102490586,0.0962194273804366
0.6,0.9,0.3,0.75,6,300,20,6,0.3124051246758257,0.31343672974432985,0.12462558779167776
0.6,0.9,0.3,0.75,6,300,21,6,0.18514704782288313,0.19740923804363453,0.1031340742428782
0.6,0.9,0.3,0.75,6,300,22,6,0.19350998862183103,0.17846555339542403,0.1318980073039274
0.6,0.9,0.3,0.75,6,300,23,6,0.21227331203004085,0.2199602122903089,0.1058557372825377
0.6,0.9,0.5,0.65,6,300,0,6,0.29805721108682265,0.29681671366194634,0.14442376169217688
0.6,0.9,0.5,0.65,6,300,1,6,0.26262188553694243,0.19150120722012276,0.1534385304766208
0.6,0.9,0.5,0.65,6,300,2,6,0.34609310374817825,0.3492677099047255,0.14105433499966788
0.6,0.9,0.5,0.65,6,300,3,6,0.32298243848556535,0.32623805478808837,0.14850966078624697
0.6,0.9,0.5,0.65,6,300,4,6,0.23746496999743602,0.26260988771711374,0.13059850854904204
0.6,0.9,0.5,0.65,6,300,5,6,0.2778639825087006,0.28749442822933674,0.12695660165063063
0.6,0.9,0.5,0.65,6,300,6,6,0.37119969209732906,0.38222199237353577,0.13919497233811462
0.6,0.9,0.5,0.65,6,300,7,6,0.2784267255759324,0.2960373632661703,0.14678634228952872
0.6,0.9,0.5,0.65,6,300,8,6,0.35502550899564445,0.360513885769788,0.15566521292309965
0.6,0.9,0.5,0.65,6,300,9,6,0.3601220422007762,0.351698071953877,0.16617168112780364
0.6,0.9,0.5,0.65,6,300,10,5,0.32041493738254423,0.3189404290648201,0.1466389837841494
0.6,0.9,0.5,0.65,6,300,11,6,0.2608826701973888,0.26934470541400385,0.09573838919655366
0.6,0.9,0.5,0.65,6,300,12,6,0.27967787616267303,0.28790929479127336,0.1379800974313525
0.6,0.9,0.5,0.65,6,300,13,3,0.2600247633413914,0.2697082272435277,0.1501738592974134
0.6,0.9,0.5,0.65,6,300,14,6,0.28333116672371217,0.28877227349655415,0.13446631937429898
